Statement,Code,Score,Score_v2,strict_score,lenient_score
"Proficient in digital cartography, image processing, computer technology, and geographic information systems (GIS), with experience in geospatial production techniques, remote sensing, and photogrammetry.",A6.C.11.a.16329,0.615,0.369,0.0,0.0
Develop and deploy field GPS and data collection systems using Trimble GPS and mobile applications.,A6.G.0.z.12596,0.613,0.248,0.0,0.0
Use remote sensing and image processing technologies to collect and analyze geospatial data for mapping geological resources and land cover classification.,A6.C.11.a.20343,0.648,0.47,0.0,0.0
"Operate and maintain a variety of surveying equipment, including GPS devices, total stations, digital levels, and data collectors.",A6.B.2.aa.11219,0.609,0.191,0.0,0.0
Conduct queries and develop algorithms to analyze data structures and evaluate their performance in deployed systems.,A6.A.15.d.24210,0.694,0.548,0.0,0.548
"Perform GPS data collection and mapping using various GPS equipment, including handheld devices, total stations, and drones, while ensuring data accuracy through post-processing and training of field teams.",A6.B.2.aa.13461,0.656,0.28,0.0,0.0
"Proficient in the use and calibration of surveying instruments, including GPS, total stations, LiDAR, and digital levels for accurate field data collection.",A6.B.2.aa.13819,0.583,0.292,0.0,0.0
"Coordinate and produce production reports accurately for daily, month-end, and year-end processes.",A6.C.7.e.13367,0.694,0.277,0.0,0.0
"Collaborates with RF/Radio design, MAC, and Systems engineering teams to architect and implement innovative algorithms, calibrations, and protocols while supporting pre-silicon validation efforts through simulation, emulation, and FPGA prototyping.",A6.A.8.a.12962,0.565,0.262,0.0,0.262
Use field data collection equipment such as GPS and ESRI applications for surveys and data management.,A6.C.7.l.18371,0.583,0.423,0.0,0.0
"Proficient in applying artificial intelligence and data science to develop scalable data models, optimize algorithms, and facilitate data-driven decision-making in collaboration with cross-functional teams.",A6.J.13.g.28019,0.594,0.637,0.0,0.637
"Analyze and work with spatial transcriptomics and geospatial data, including specific formats and coordinate systems.",A6.C.7.l.14224,0.712,0.307,0.0,0.0
Perform geoprocessing tasks and geospatial data analysis using tools like ArcGIS and Model Builder.,A6.C.11.a.16402,0.671,0.371,0.0,0.0
Develop production level machine learning and optimization software using PySpark and Python.,A6.J.3.b.27305,0.703,0.617,0.0,0.617
"Proficient in writing and reviewing data analysis summary reports, technical, analytic, and evaluation reports, as well as test reports that analyze data.",A6.D.3.g.18572,0.69,0.428,0.0,0.0
Proficient in structural analysis and stress analysis engineering with leadership experience.,A6.B.2.z.12597,0.689,0.248,0.0,0.0
"Ability to construct, evaluate, and document data collection requirements and activities while accurately collecting and maintaining field data.",A6.F.9.d.19724,0.647,0.456,0.0,0.0
"Proficient in Geographic Information Systems (GIS) with strong skills in data analysis, cartography, and map interpretation.",A6.C.11.a.16046,0.674,0.361,0.0,0.0
Leverage Maps API for location-based data analysis and visualization.,A6.A.7.b.18162,0.681,0.418,0.0,0.0
"Possesses a strong mathematical and statistical foundation with experience in modeling, analysis, and optimization of cyber-physical systems.",A6.A.16.b.26943,0.691,0.607,0.0,0.607
"Provides support and guidance to technical staff and project managers in spatial mapping, pattern discovery, and development of mapping applications and tools, integrating data analysis, programming, and cartography.",A6.C.2.c.16508,0.547,0.374,0.0,0.0
Develop and implement spatial models and algorithms to analyze patterns and trends within geographical datasets.,A6.F.1.c.20723,0.623,0.478,0.0,0.478
"Create and update GIS maps and map layers, and manage GPS data collection and editing using ArcGIS in support of field surveys.",A6.C.7.l.13402,0.546,0.278,0.0,0.0
"Proficient in using spatial data collection software, particularly ESRI Collector and related spatial statistics tools.",A6.B.4.a.19097,0.596,0.441,0.0,0.0
"Ability to build, deploy, test, and optimize statistical and predictive models to improve prediction accuracy.",A6.F.4.d.27764,0.736,0.63,0.0,0.63
Deploy machine learning and AI models into production environments.,A6.J.13.a.29822,0.701,0.773,0.0,0.773
"Utilize Geographic Information Systems (GIS) for data analysis, mapping, and geospatial data management, including the development and implementation of workflows, algorithms, and tools for various projects and applications.",A6.C.11.a.17033,0.647,0.389,0.0,0.0
Integrate machine learning models and AI algorithms into software applications and products.,A6.J.0.m.29507,0.736,0.713,0.0,0.713
"Mentor staff and clients in the use of ESRI ArcGIS software for field data collection and management, while building and configuring applications tailored to data collection workflows.",A6.C.11.a.13571,0.594,0.284,0.0,0.0
Create and manage mobile data collection applications using ArcGIS Field Maps and Survey123.,A6.C.7.l.13631,0.629,0.286,0.0,0.0
Coordinate field data collection operations using mobile mapping and data collection software such as Survey123 and ArcGIS.,A6.C.7.l.16047,0.542,0.361,0.0,0.0
"Integrate AI services, algorithms, and tools into applications and data workflows.",A6.J.0.m.29618,0.715,0.726,0.0,0.726
"Integrate AI and machine learning models into existing fintech applications, data pipelines, and enterprise workflows.",A6.J.0.m.27162,0.738,0.613,0.0,0.613
Develops and delivers advanced optical technologies and machine learning tooling to support research and production for products and infrastructure.,A6.J.5.j.18204,0.656,0.419,0.419,0.419
"Demonstrates a strong ability to stay updated on emerging technologies in artificial intelligence and machine learning, applying deep technical expertise to explore innovative applications, including privacy-preserving methods in mental health settings.",A6.J.2.s.20584,0.644,0.475,0.475,0.475
Communicate insights from analyses to management to enable data-driven decision making based on machine learning and statistical analysis results.,A6.B.0.w.20256,0.611,0.468,0.0,0.468
"Apply knowledge of orbital mechanics to design spacecraft trajectories, guidance algorithms, and control systems for satellite data analysis and maneuver optimization.",A6.J.5.i.15451,0.673,0.344,0.0,0.0
"Proficient in designing, developing, and delivering reports and operational dashboards, with significant experience in gathering project metrics.",A6.D.0.o.15122,0.704,0.335,0.0,0.0
Proficient in Natural Language Processing and Computer Vision techniques.,A6.A.16.c.29866,0.797,0.799,0.0,0.799
"Ability to extract insights from structured and unstructured data by quickly synthesizing large volumes of data and applying statistics, machine learning, and coding techniques.",A6.B.0.w.25032,0.641,0.564,0.564,0.564
"Proficient in developing mathematical models, algorithms, machine learning techniques, and analytics solutions to support data visualization and insights for productization and monetization.",A6.A.16.c.24211,0.711,0.548,0.0,0.548
"Build, test, and deploy machine learning and statistical models tailored for data-driven insights in intelligence analysis and strategic decision-making support.",A6.J.6.b.23666,0.647,0.537,0.0,0.537
"Ability to develop and use advanced statistical concepts, algorithms, querying, and automated processes to clean, model, integrate, and evaluate complex datasets and business problems for practical application.",A6.J.6.g.26453,0.672,0.595,0.0,0.0
"Develop advanced algorithms and statistical predictive models to evaluate scenarios, predict outcomes, and provide usable information on health metrics and potential future outcomes.",A6.J.4.f.22399,0.649,0.511,0.0,0.0
Ability to develop and utilize algorithms and statistical predictive models to evaluate scenarios and potential outcomes.,A6.J.6.g.22951,0.665,0.523,0.0,0.523
Develop complex algorithms and statistical predictive models to evaluate scenarios and potential future outcomes.,A6.F.1.e.26503,0.664,0.596,0.0,0.596
"Advanced knowledge and proficiency in continuous quality improvement methodologies, principles, tools, and processes, including data collection and analysis techniques.",A6.D.0.d.13958,0.71,0.297,0.0,0.0
Demonstrates a high level of engagement and focus on continuous improvement initiatives and activities aimed at enhancing operational efficiency and quality management.,A6.G.2.u.10798,0.707,0.166,0.0,0.0
Ability to collaborate and actively participate in continuous improvement initiatives and methodologies.,A6.H.6.c.11759,0.698,0.216,0.0,0.216
"Demonstrates a strong commitment to continuous improvement, innovation, and quality in data management practices and the development of others.",A6.E.1.a.18248,0.668,0.42,0.0,0.0
"Proficient in continuous improvement methodologies and tools, with experience in process optimization, data analysis, and project management.",A6.D.0.d.16552,0.707,0.375,0.0,0.0
"Ability to participate in continuous improvement initiatives and projects, focusing on data science methodologies, engineering practices, process optimization, and quality enhancement across various operational systems.",A6.D.3.d.18334,0.655,0.422,0.0,0.0
Participate in the continuous improvement of data science and analytics by developing replicable solutions.,A6.E.1.b.23768,0.646,0.539,0.0,0.539
"Ability to promote and drive continuous improvement methodologies, innovation, and quality monitoring processes within an organization.",A6.E.1.a.10898,0.714,0.172,0.0,0.172
"Demonstrates the ability to implement and drive continuous improvement initiatives in automation and robotics, utilizing methodologies and practices for process optimization, quality enhancement, and efficiency in various manufacturing and operational contexts.",A6.H.6.f.18441,0.754,0.425,0.0,0.0
Skilled in executing and championing continuous improvement initiatives and methodologies to drive system-wide enhancements and foster innovation.,A6.E.1.a.12749,0.736,0.254,0.0,0.254
Ability to champion and lead continuous improvement efforts and initiatives within an organization.,A6.E.1.a.10387,0.737,0.13,0.0,0.13
"Ability to champion continuous improvement initiatives that optimize processes, enhance product quality, and foster collaboration across teams to boost operational efficiency and agility.",A6.E.1.a.13696,0.728,0.288,0.0,0.0
"Expertise in automation, collaboration, and process optimization for continuous improvement in operations and performance.",A6.A.14.h.18249,0.739,0.42,0.0,0.42
"Ability to foster collaboration, innovation, and continuous improvement within organizational culture and processes.",A6.H.6.b.10666,0.748,0.155,0.0,0.155
Conduct predictive modeling and analytics to support student retention and success initiatives.,A6.B.2.z.23044,0.63,0.525,0.0,0.525
"Proficient in operating various types of equipment and instruments, including remote data collection sites, laboratory instruments, material handling equipment, motor vehicles, navigation systems, and traffic signal controllers across multiple platforms.",A6.A.8.b.12694,0.688,0.252,0.0,0.0
"Monitor and evaluate the performance of AI models and algorithms, implementing adjustments and optimizations to enhance accuracy and effectiveness.",A6.J.12.c.29560,0.727,0.719,0.0,0.719
"Proficiency in object-oriented design, algorithms, and data structures for efficient system architecture and development.",A6.A.15.d.19757,0.742,0.457,0.0,0.457
"Proficient in data mining and analytics using SQL and data warehouse structures, along with expertise in databases and reporting tools like Power BI.",A6.A.14.b.20724,0.691,0.478,0.0,0.0
Design and develop novel machine learning algorithms for analyzing large-scale and multimodal medical imaging datasets.,A6.J.11.b.28113,0.662,0.64,0.64,0.64
"Proficient in multi-functional collaboration and management, including budget and labor management, within diverse and interdisciplinary teams.",A6.H.5.a.11168,0.741,0.188,0.0,0.0
"Plan, install, configure, test, and validate scalable AI solutions while maintaining detailed technical documentation and supporting AI use cases.",A6.F.8.d.27881,0.736,0.633,0.0,0.633
"Manage and execute analytical projects from start to finish, including project management, data collection and manipulation, analysis and modeling, and communication of insights and recommendations.",A6.C.10.e.16553,0.521,0.375,0.0,0.0
"Proficient in data science methods, including data cleaning, feature engineering, predictive analytics, and analysis of unstructured and semi-structured data.",A6.A.14.j.29302,0.671,0.695,0.0,0.0
Proficient in executing comprehensive statistical data analysis and preparing detailed reports to support financial decision-making in asset management and trading.,A6.D.3.g.17107,0.585,0.391,0.0,0.0
Build and maintain dashboards and analytics tools to support data analysis and decision-making across various business functions.,A6.F.10.j.17246,0.661,0.395,0.0,0.0
"Proficient in building scalable, robust, and intelligent web applications and APIs, including natural language interfaces and event-driven systems.",A6.J.2.e.19389,0.726,0.448,0.0,0.448
"Ability to build business cases for process enhancements through data analysis and the development of process maps, project plans, and data collection plans.",A6.D.3.f.18634,0.679,0.43,0.0,0.0
"Ability to build, deploy, and manage automated systems and reporting ecosystems using interpretation equipment and translation technologies.",A6.F.6.l.19049,0.699,0.44,0.0,0.44
"Build infrastructure and applications, including test scenarios and cases, network design, application migration, performant single-page applications, and streaming applications.",A6.G.0.p.14225,0.71,0.307,0.0,0.0
Train and optimize neural networks using transfer learning techniques and ensure reproducibility in workflows.,A6.J.11.g.29694,0.733,0.739,0.0,0.739
"Build algorithms and prototypes for various applications, including data integration and time series forecasting.",A6.J.8.c.22890,0.73,0.522,0.0,0.522
"Build, deploy, and maintain automated workflows and solutions using specific technologies.",A6.F.0.e.18163,0.704,0.418,0.0,0.418
"Ability to build, modify, and maintain algorithms, graphics, workflows, and scalable techniques while executing detailed roadmaps and participating in pipeline activities.",A6.J.8.d.17397,0.703,0.399,0.0,0.0
"Build and maintain Python scripts, RESTful APIs, data quality services, data parsers, and data pipelines for managing metadata and ensuring reliable data ingestion.",A6.F.8.g.20542,0.678,0.474,0.0,0.0
"Build and maintain data engineering solutions on cloud platforms using hyperscaler services such as GCP, AWS, or Azure.",A6.G.0.y.19559,0.589,0.452,0.0,0.0
"Apply technical skills in network security, information resources, and graph database technologies while utilizing traffic count data.",A6.C.11.f.16964,0.704,0.387,0.0,0.0
"Skilled in applying advanced diagnostics, data analysis, and migration procedures in finance and economic contexts.",A6.B.3.g.16157,0.696,0.364,0.0,0.0
"Skilled in designing and integrating complex systems involving high-power motor drives, laser systems, power conditioning, advanced sensors, and signal/image processing for aerospace and space applications.",A6.G.0.r.17790,0.59,0.409,0.0,0.409
"Build and optimize scalable data systems and architectures for data collection, performance, and reporting.",A6.G.0.ab.24791,0.697,0.559,0.0,0.559
"Build and maintain scalable data pipelines for data ingestion, processing, and storage across various applications and data sources.",A6.F.8.g.26255,0.678,0.59,0.0,0.59
Build and analyze dashboards and interactive reports for data visualization and contextual insights.,A6.F.3.a.17943,0.681,0.413,0.0,0.413
"Knowledge of data gathering, cleansing, and transformation techniques, including tools used for data management and preprocessing.",A6.A.22.f.28964,0.685,0.674,0.0,0.0
"Proficient in research design, implementation, and evaluation across various study and survey methodologies, including grant development planning.",A6.C.0.c.12111,0.731,0.23,0.0,0.0
"Proficient in advanced data analytics, predictive modeling, and the use of data modeling and visualization tools.",A6.B.5.c.28311,0.693,0.647,0.0,0.0
Analyze data to optimize testing or model results.,A6.C.4.r.29714,0.702,0.743,0.0,0.743
"Skilled in building reporting dashboards and visualizations, along with conducting data analysis.",A6.B.3.g.21010,0.675,0.484,0.0,0.0
"Build and design dashboards, reports, and data visualizations for analytics and monitoring.",A6.F.1.f.18250,0.685,0.42,0.0,0.42
"Build and implement data pipelines, frameworks, and tools for data ingestion and analytics using various technologies.",A6.F.8.g.27241,0.683,0.615,0.0,0.0
Assess and model short- and long-term customer and seller behavior in relation to advertising using advanced econometric and machine learning techniques.,A6.J.1.c.18573,0.567,0.428,0.428,0.428
"Ability to build strong relationships and partnerships across engineering, operations, business stakeholders, and customers to enhance collaboration and achieve strategic goals.",A6.L.0.a.12416,0.674,0.242,0.0,0.0
"Perform mission/track planning, operation, maintenance, and repair of a dual S and X Band radar system and ancillary equipment, including radar data analysis and support for software engineering and documentation development.",A6.J.5.b.11949,0.465,0.224,0.0,0.0
"Build data pipelines and systems for data quality, transformation, integration, and analysis to support operational and analytical applications.",A6.G.0.ab.25525,0.675,0.574,0.0,0.0
"Build tailored software solutions and integrations to enhance functionality and efficiency in various applications, including privacy-preserving intelligence sharing, fraud detection, and consumer-facing interfaces.",A6.J.8.c.13491,0.703,0.281,0.281,0.281
"Build automated systems and frameworks for data collection, validation, and reporting to ensure data quality and streamline workflow.",A6.G.0.ab.22685,0.704,0.517,0.0,0.0
"Ability to build, deploy, and maintain highly scalable and performant solutions and services.",A6.F.6.l.14459,0.718,0.315,0.0,0.315
"Ability to build and maintain collaborative and trusting relationships with colleagues, partners, and stakeholders to influence outcomes and secure resources.",A6.L.0.a.10365,0.7,0.128,0.0,0.0
Ability to build collaborative and constructive relationships within diverse teams and manage stakeholder partnerships.,A6.H.6.c.10290,0.702,0.118,0.0,0.0
"Build strategic relationships with technology vendors, fintech platforms, customers, and key stakeholders to ensure program success and expand customer reach.",A6.H.5.i.15671,0.68,0.35,0.0,0.0
"Support procurement activities by conducting data analysis, managing contracts, and implementing best practices in procurement and supply chain management.",A6.G.5.n.13462,0.657,0.28,0.0,0.0
"Ability to establish and sustain effective collaborative relationships and networks with stakeholders, vendors, and team members across diverse teams, functions, and regions.",A6.H.6.c.11010,0.694,0.178,0.0,0.0
"Expertise in shipping and receiving processes, including packaging, labeling, and managing inventory for software and hardware products in a production environment.",A6.A.14.h.11804,0.69,0.218,0.0,0.0
"Demonstrate knowledge and conduct research in supply chain management, logistics, and data analysis.",A6.A.13.u.12882,0.633,0.259,0.0,0.259
Analyze supply needs and research potential suppliers while applying knowledge of supply chain planning and operations.,A6.C.9.k.10250,0.698,0.111,0.0,0.111
"Proficient in building and nurturing relationships with a diverse range of stakeholders, including clients, business partners, and internal teams, to enhance collaboration and foster strategic initiatives.",A6.A.17.m.10574,0.7,0.147,0.0,0.0
"Ability to build and maintain trusting relationships and partnerships with clients, stakeholders, and industry authorities.",A6.L.0.a.11220,0.68,0.191,0.0,0.191
"Proficient in applying engineering principles and practices related to aircraft structural design, analysis, and testing, including static and fatigue strength requirements, aerodynamics, and flight control systems.",A6.A.15.c.11710,0.611,0.214,0.0,0.0
"Proven ability to deliver data science products and analyze logistics, supply chain, and transportation operations within the freight and logistics industry.",A6.D.0.p.23667,0.695,0.537,0.0,0.0
"Analyze and manage large volumes of supply chain data, supporting logistics, procurement, and inventory management activities.",A6.C.9.k.17664,0.656,0.406,0.0,0.0
"Respond to ad hoc requests from business leaders to investigate critical aspects of customer behavior, including feature usage, customer profiles, unusual patterns, and conduct exploratory data analysis.",A6.B.2.a.14129,0.61,0.303,0.0,0.0
"Proficient in test-driven development methodologies, applying disciplined practices to ensure quality in software development.",A6.G.5.l.20212,0.713,0.467,0.0,0.0
"Integrate and optimize data from optical sensors, implement sensor fusion and embedded computer vision algorithms, and conduct testing and debugging in navigation systems.",A6.G.0.z.21162,0.445,0.487,0.0,0.487
"Conduct research in algorithms, architecture, artificial intelligence, compilers, databases, data mining, distributed systems, machine learning, networking, or systems.",A6.J.0.d.27656,0.724,0.627,0.627,0.627
"Possesses extensive experience in consumer electronics, robotics, and consumer packaged goods industries, with a focus on regulatory compliance, consumer trust, and product management.",A6.E.3.n.12936,0.695,0.261,0.0,0.0
Analyze and strategize consumer lending risk analytics within the financial services and banking industry.,A6.C.3.d.12047,0.682,0.227,0.0,0.0
"Design and implement AI-powered products and solutions, including evaluation pipelines and orchestration approaches.",A6.J.4.d.29250,0.763,0.691,0.691,0.691
"Perform cryo-electron microscopy and tomography sample preparation, data collection, and analysis.",A6.B.2.c.11441,0.603,0.202,0.0,0.0
Ability to identify key business drivers and insights through exploratory data analysis and hypothesis testing.,A6.D.0.at.19758,0.604,0.457,0.0,0.0
Collaborates with the Data Analytics team to develop custom data models and algorithms for data sets.,A6.F.10.d.23619,0.55,0.536,0.0,0.0
Demonstrated experience in developing mathematical and computational algorithms from first principles and implementing advanced computational methods.,A6.J.9.j.23375,0.737,0.531,0.531,0.531
"Experienced in applying artificial intelligence and machine learning techniques for data analysis, automation, and problem-solving across various sectors, including healthcare, finance, and engineering.",A6.D.1.e.28428,0.746,0.651,0.0,0.651
Experience in applying Generative AI and machine learning techniques to solve business problems and enhance operational efficiency.,A6.D.1.e.29379,0.719,0.701,0.0,0.701
"Present and publish scientific research findings at conferences, workshops, seminars, and in peer-reviewed journals.",A6.C.2.e.10062,0.718,0.064,0.0,0.0
"Ability to present data and research findings at scientific meetings, conferences, and to colleagues in various settings.",A6.D.2.g.14039,0.693,0.3,0.0,0.0
Understand business needs and convert them into scalable solutions aligned with company goals.,A6.D.0.aq.14150,0.664,0.304,0.0,0.304
Proficient in leading and developing business requirements and conducting complex data analysis to produce comprehensive reporting solutions.,A6.A.13.i.16509,0.651,0.374,0.0,0.0
"Ability to understand business information security risks, data requirements, and customer goals to provide insights and develop data models that support business decision-making.",A6.D.3.b.15047,0.68,0.333,0.0,0.0
"Collaborates with Product Development, engineering, and architecture teams on infrastructure updates and tool integration solutions.",A6.H.6.e.12852,0.701,0.258,0.0,0.0
"Knowledge of quality systems, including requirements, regulations, processes, and reliability assessments, along with the ability to follow documentation requirements.",A6.G.5.c.12912,0.717,0.26,0.0,0.0
"Maintain and track clinical research protocols, patient records, and databases of enrolled patients.",A6.L.2.e.14271,0.678,0.309,0.0,0.0
"Perform web scraping, utilize APIs, conduct statistical analysis, and apply text/data mining techniques to assist in data verification and validation processes.",A6.A.14.f.18724,0.574,0.432,0.0,0.0
Ability to contribute to a team focused on building a world-class data science practice that addresses complex research and development problems.,A6.H.5.c.23268,0.62,0.529,0.0,0.0
Ability to thoroughly analyze and explore technical details and algorithms with a detail-oriented approach.,A6.J.9.h.19219,0.731,0.444,0.0,0.444
"Advanced prompt engineering skills for complex tasks, encompassing both foundational concepts and applications on multiple platforms.",A6.C.10.r.29626,0.74,0.727,0.0,0.727
"Proficient in negotiating contracts, managing relationships with vendors, and navigating complex corporate and commercial agreements in technology and renewable energy sectors.",A6.L.1.f.10899,0.693,0.172,0.0,0.0
Serve as a data science expert in analyzing and classifying public health surveillance and research data while developing data analysis systems and identifying public health trends.,A6.B.3.d.24577,0.534,0.555,0.0,0.0
"Proficient in applying statistical techniques, machine learning models, and artificial intelligence algorithms to analyze data, design data models, and derive actionable insights that enhance business value in commercial technology segments.",A6.J.4.b.26256,0.673,0.59,0.0,0.59
"Proficient in basic scientific and forestry data collection techniques, including digital field data collection systems and first-hand data center operations experience.",A6.K.2.b.19514,0.704,0.451,0.0,0.0
Perform analysis and develop actionable insights from big data projects that integrate large volumes of data.,A6.C.7.a.28020,0.603,0.637,0.0,0.0
"Proficient in utilizing advanced data engineering and data science methodologies for automation, workflow optimization, data management, analytics, and visualization while collaborating with cross-functional teams and staying current with emerging technologies.",A6.F.3.c.26748,0.544,0.602,0.0,0.0
"Proficient in applying machine learning, optimization, statistics, and applied mathematics to develop predictive models and analytical algorithms, with strong software engineering skills for distributed computing and data storage infrastructure.",A6.B.0.o.25640,0.606,0.577,0.0,0.577
Provide strategic guidance in statistical and health data science methodologies for clinical research design and analysis.,A6.A.5.q.18406,0.529,0.424,0.0,0.0
"Implement data quality programs, governance mechanisms, and processing pipelines to ensure data accuracy, integrity, and compliance with standards.",A6.E.3.h.22250,0.691,0.508,0.0,0.0
"Ability to analyze and model structured data using advanced statistical methods, and implement algorithms and software for data analysis.",A6.C.4.e.26215,0.585,0.589,0.0,0.0
"Proficient in risk management skills including evaluation, identification, analysis, compliance, mitigation, and process improvement within regulated environments.",A6.A.13.f.11683,0.674,0.213,0.0,0.0
Build models and explore techniques for anomaly detection across various high-noise environments and systems.,A6.C.4.p.28252,0.749,0.645,0.0,0.645
Create and implement automated anomaly detection systems while continuously tracking their performance.,A6.E.5.e.28588,0.717,0.658,0.0,0.658
Analyze time series data using anomaly detection techniques and clustering methods.,A6.J.1.b.29143,0.723,0.685,0.0,0.685
Implement and manage anomaly detection and predictive maintenance applications and solutions.,A6.J.8.f.27841,0.766,0.632,0.0,0.632
Implement anomaly detection systems and perform root cause analysis and investigations.,A6.J.8.f.26032,0.728,0.585,0.0,0.585
Utilize anomaly detection techniques and algorithms for financial transactions and behavioral modeling in data analysis.,A6.C.3.b.26749,0.746,0.602,0.0,0.0
"Ability to utilize analytical and technical skills to translate business needs into requirements, leading the design and implementation of complex analytics and governance solutions, including reports, dashboards, and data quality management.",A6.D.0.a.13183,0.459,0.27,0.0,0.0
"Design, implement, and optimize perception algorithms and models for object detection, tracking, classification, and segmentation using camera and LiDAR data.",A6.G.0.z.28253,0.698,0.645,0.645,0.645
"Performs detailed application design and design reviews, including vehicle applications for simulation tasks and IC floor planning and layout.",A6.J.5.k.13403,0.714,0.278,0.0,0.0
Implement and operate streaming data processing systems and analytic models.,A6.J.8.f.29380,0.716,0.701,0.0,0.701
"Collaborates with diverse teams to align project delivery with business objectives, manages and mentors junior professionals, and drives operational excellence through automation in data science and analytics solutions.",A6.I.1.a.16662,0.466,0.378,0.0,0.0
"Learn transformer design rules and use calculation tools related to structural parts, core, and active components.",A6.A.8.h.20932,0.583,0.482,0.0,0.0
Leverage machine learning and artificial intelligence to personalize marketing campaigns and predict consumer behaviors to optimize retail integration and marketing outcomes.,A6.J.7.k.20386,0.68,0.471,0.0,0.471
"Proficient in developing, validating, and optimizing models for robotics, autonomous systems, and decision-making processes, including model documentation, data analysis, and quality assurance.",A6.F.6.h.21054,0.7,0.485,0.485,0.485
Devise and evaluate novel text summarization metrics and model evaluation frameworks.,A6.J.12.d.29489,0.711,0.711,0.711,0.711
Understand and apply model evaluation metrics and techniques for model training and validation.,A6.J.11.g.28405,0.697,0.65,0.0,0.65
"Proficiency in model deployment, monitoring, and maintenance throughout production environments, including feature engineering, model retraining, performance tracking, and implementing monitoring strategies.",A6.J.6.b.20128,0.715,0.465,0.0,0.0
"Proficient in model training, evaluation, interpretability, and development, with ability to produce documentation and deploy production-level code.",A6.J.11.e.18926,0.703,0.437,0.0,0.437
"Conduct research on cutting-edge techniques and tools in machine learning, deep learning, and artificial intelligence.",A6.J.0.d.29330,0.731,0.697,0.697,0.697
"Ability to lead and manage a data engineering and business intelligence team, focused on data collection, analysis, program integrity, and collaboration with stakeholders to address complex challenges and promote best practices.",A6.D.0.ap.19873,0.541,0.46,0.0,0.0
"Proficient in digital design, verification, and implementation, including ship designs, computational methods, and FPGA hardware.",A6.A.15.i.19926,0.727,0.461,0.0,0.461
"Operate drones via remote control for data collection, aerial photography, and survey tasks while ensuring safety and precision.",A6.A.6.d.25789,0.704,0.58,0.0,0.0
Work as part of a cross-functional team to translate algorithms into operational data science solutions and commercially viable products.,A6.F.10.f.24072,0.57,0.545,0.0,0.0
Apply advanced statistical methods and machine learning algorithms to generate actionable insights from production or field data using Python or R.,A6.J.3.b.27110,0.722,0.612,0.0,0.612
"Designs and implements custom algorithms, workflow processes, and layouts for complex, enterprise-scale data sets utilized in modeling, data mining, and research purposes.",A6.J.8.c.24170,0.685,0.547,0.0,0.0
"Proficient in applying and integrating advanced statistical, mathematical, data mining, predictive modeling, and business analysis techniques to generate insights, predict outcomes, and convert findings into actionable opportunities while tracking and measuring results.",A6.C.4.s.25598,0.501,0.576,0.0,0.0
"Ability to design and execute analytic projects and experiments in collaboration with various specialists, including business, product, data engineering, finance, and analysts.",A6.F.0.i.16188,0.631,0.365,0.0,0.0
"Conduct research in big data management, analysis, visualization, and machine learning with a focus on security and privacy.",A6.J.0.d.23467,0.684,0.533,0.533,0.533
"Create and refine AI architectures/models for statistical reporting, predictive analytics, and trend forecasting.",A6.A.14.c.29096,0.644,0.682,0.682,0.682
"Proven ability to apply data science, machine learning, predictive modeling, and statistical analysis in a Data Scientist role.",A6.D.1.l.29469,0.64,0.709,0.0,0.709
"Proven ability to lead machine learning projects, guiding teams through model development, data preprocessing, and deployment in complex environments.",A6.L.0.f.27447,0.728,0.621,0.0,0.621
"Proficient in robotics and related technologies, including computer vision, machine learning, and real-time embedded systems, with experience in algorithm development for autonomous systems and applications in various fields.",A6.A.18.f.24840,0.634,0.56,0.56,0.56
"Advance learning-based approaches in robotics, including reinforcement learning, imitation learning, and task and motion planning.",A6.J.0.e.25091,0.617,0.565,0.565,0.565
"Proficient in statistics modeling and machine learning algorithms, including probability, statistics, and algorithm design.",A6.B.5.c.27765,0.75,0.63,0.0,0.63
"Ability to analyze and interpret data, providing evidence-based recommendations and updates to senior staff on initiatives.",A6.D.0.av.17439,0.601,0.4,0.0,0.0
"Expertise in business analytics, insights analysis, and business intelligence management.",A6.A.14.h.21367,0.687,0.491,0.0,0.491
Ability to gather and document business and technical requirements from stakeholders and users effectively.,A6.H.5.f.13123,0.692,0.268,0.0,0.0
"Proficient in analyzing and improving business processes and workflows, with experience in recommending strategic solutions for process enhancements.",A6.D.0.d.14676,0.649,0.322,0.0,0.0
"Expertise in data science, digital analytics, market research, finance, and consulting, supported by a collaborative team of subject-matter experts.",A6.A.5.p.21212,0.626,0.488,0.0,0.0
Create efficient data pipelines to provide clean transformed data for data science and analytics use cases while adhering to quality and security standards.,A6.E.4.d.23428,0.648,0.532,0.0,0.0
"Proficient in data analysis, requirements gathering, solution development, and design reviews for enhancements and new applications or reporting.",A6.B.3.g.19874,0.577,0.46,0.0,0.0
Proficient in requirements gathering and verification analysis.,A6.C.9.b.17754,0.689,0.408,0.0,0.0
"Proficient in quality management systems, including experience with data analysis, regulatory requirements, auditing, and application of quality management tools and techniques.",A6.E.3.e.12568,0.691,0.247,0.0,0.0
Develop data analytics and business intelligence solutions.,A6.F.1.c.26668,0.682,0.6,0.0,0.6
"Proven expertise in machine learning, statistical modeling, optimization, and data visualization applied in healthcare and insurance contexts.",A6.A.16.b.27576,0.757,0.625,0.0,0.625
"Ability to build and automate testing setups and data analysis workflows, including predictive models and high-performance data pipelines.",A6.J.11.j.22686,0.722,0.517,0.0,0.0
